advertiser,pageId,libraryId,active,start,end,format,cta,link,title,body,regions,mediaFiles
Canopus Construções,1866016760295816,1472158994106732,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Mensais a partir de R$500,"🚨 Gran Village Juazeiro está acabando! Seu apê com lazer completo e segurança na melhor localização de Juazeiro!  ✅ Minha Casa Minha Vida ✅ Mensais a partir de R$ 500 ✅ Entrada facilitada em até 72x ✅ Sinal de apenas R$ 499 ✅ ITBI + Cartório grátis ✅ Até R$ 55 mil de subsídio do Governo Federal ✅ Desconto de R$ 20 mil com o programa Entrada Moradia ✅ Renda a partir de R$1.800  📦 Obras avançadas! ⏳ Quem deixar pra depois, fica de fora!  👉 Clique em ""Saiba Mais"" e garanta o seu!",,1472158994106732_0_video_hd.mp4;1472158994106732_0_video_sd.mp4;1472158994106732_0_video_preview.jpg
Canopus Construções,1866016760295816,2009864576283278,True,2026-05-29,2026-09-16,DCO,Ver detalhes,http://fb.me/,{{product.name}},{{product.brand}},,2009864576283278_card0_card_image.jpg;2009864576283278_card1_card_image.jpg;2009864576283278_card2_card_image.jpg
Canopus Construções,1866016760295816,1901361100578836,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Saia do Aluguel,"🚨 SAIA DO ALUGUEL e Realize o sonho da casa própria! As casas do Village dos Pássaros contam com uma infraestrutura completa, um condomínio fechado de casas, área de lazer completa, 2 quartos com quintal e muito mais.  🏠 Casas com 2 quartos e quintal 💰 Renda a partir de R$1.800 🏊 Área de Lazer Completa ⚽ Minha Casa MInha Vida + Bônus Canopus  Faça seu cadastro para receber todas as informações. 👇",,1901361100578836_0_video_hd.mp4;1901361100578836_0_video_sd.mp4;1901361100578836_0_video_preview.jpg
Canopus Construções,1866016760295816,1525031205724103,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Saia do Aluguel,"🚨 REALIZE O SONHO DA CASA PRÓPRIA COM PARCELAS MAIS BAIXAS QUE O ALUGUEL O Village das Oliveiras, super lançamento Canopus em Imperatriz com Apartamentos completos.  - ENTRADA EM ATÉ 60x - Mensais a partir de R$399 🏠 Segurança 24h, Lazer Completo, Piscina 📍 Infraestrutura completa  Faça seu cadastro para receber todas as informações. 👇",,1525031205724103_0_video_hd.mp4;1525031205724103_0_video_sd.mp4;1525031205724103_0_video_preview.jpg
Canopus Construções,1866016760295816,2248266072657347,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Sinal de R$499,"Você ainda está pagando aluguel? 😱 Com o Gran Village do Bosque II, você pode conquistar o seu apê novinho com sinal a partir de apenas R$499 e renda familiar a partir de R$1.800. Imagine viver no seu próprio lar, com 2 quartos, garagem e lazer de clube, pagando menos que o aluguel e com entrada facilitada em até 72x.  Clique agora e descubra como é fácil dar adeus ao aluguel e conquistar a sua casa própria com o programa Minha Casa Minha Vida!",,2248266072657347_0_video_hd.mp4;2248266072657347_0_video_sd.mp4;2248266072657347_0_video_preview.jpg
Canopus Construções,1866016760295816,1387717476520685,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Mensais a partir de R$500,"🚨 Gran Village Juazeiro está acabando! Seu apê com lazer completo e segurança na melhor localização de Juazeiro!  ✅ Minha Casa Minha Vida ✅ Mensais a partir de R$ 500 ✅ Entrada facilitada em até 72x ✅ Sinal de apenas R$ 499 ✅ ITBI + Cartório grátis ✅ Até R$ 55 mil de subsídio do Governo Federal ✅ Desconto de R$ 20 mil com o programa Entrada Moradia ✅ Renda a partir de R$1.800  📦 Obras avançadas! ⏳ Quem deixar pra depois, fica de fora!  👉 Clique em ""Saiba Mais"" e garanta o seu!",,1387717476520685_0_video_hd.mp4;1387717476520685_0_video_sd.mp4;1387717476520685_0_video_preview.jpg
Canopus Construções,1866016760295816,1544695033957590,True,2026-05-29,2026-09-16,DCO,Ver detalhes,http://fb.me/,{{product.name}},{{product.brand}},,1544695033957590_card0_card_image.jpg;1544695033957590_card1_card_image.jpg;1544695033957590_card2_card_image.jpg
Canopus Construções,1866016760295816,2001252517242785,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Saia do Aluguel,"🚨 REALIZE O SONHO DA CASA PRÓPRIA COM PARCELAS MAIS BAIXAS QUE O ALUGUEL O Village das Oliveiras, super lançamento Canopus em Imperatriz com Apartamentos completos.  - ENTRADA EM ATÉ 60x - Mensais a partir de R$399 🏠 Segurança 24h, Lazer Completo, Piscina 📍 Infraestrutura completa  Faça seu cadastro para receber todas as informações. 👇",,2001252517242785_0_video_hd.mp4;2001252517242785_0_video_sd.mp4;2001252517242785_0_video_preview.jpg
Canopus Construções,1866016760295816,27354709417460362,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Mensais a partir de R$497,"Tá difícil sair do aluguel? Aqui a conta fecha de verdade. No Village Garden II, você conquista seu apê com condições que cabem no bolso:  💥 Renda mínima: só R$ 1.900 💥 Mensais a partir de R$ 497 💥 Entrada facilitada em 72x 💥 Sinal simbólico de R$ 100  E ainda mora em uma localização estratégica: em frente ao Aldebaran Leste e a poucos minutos de escolas, farmácias, Mix Matheus, UPA e maternidade.  Clique e receba sua simulação grátis, sem compromisso!",,27354709417460362_0_video_hd.mp4;27354709417460362_0_video_sd.mp4;27354709417460362_0_video_preview.jpg
Canopus Construções,1866016760295816,1519581726487105,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Sinal de R$499,"Você ainda está pagando aluguel? 😱 Com o Gran Village do Bosque II, você pode conquistar o seu apê novinho com sinal a partir de apenas R$499 e renda familiar a partir de R$1.800. Imagine viver no seu próprio lar, com 2 quartos, garagem e lazer de clube, pagando menos que o aluguel e com entrada facilitada em até 72x.  Clique agora e descubra como é fácil dar adeus ao aluguel e conquistar a sua casa própria com o programa Minha Casa Minha Vida!",,1519581726487105_0_video_hd.mp4;1519581726487105_0_video_sd.mp4;1519581726487105_0_video_preview.jpg
Canopus Construções,1866016760295816,1405690258263288,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Mensais a partir de R$497,"Tá difícil sair do aluguel? Aqui a conta fecha de verdade. No Village Garden II, você conquista seu apê com condições que cabem no bolso:  💥 Renda mínima: só R$ 1.900 💥 Mensais a partir de R$ 497 💥 Entrada facilitada em 72x 💥 Sinal simbólico de R$ 100  E ainda mora em uma localização estratégica: em frente ao Aldebaran Leste e a poucos minutos de escolas, farmácias, Mix Matheus, UPA e maternidade.  Clique e receba sua simulação grátis, sem compromisso!",,1405690258263288_0_video_hd.mp4;1405690258263288_0_video_sd.mp4;1405690258263288_0_video_preview.jpg
Canopus Construções,1866016760295816,27312815875046332,True,2026-05-29,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Entrada de apenas R$100,"🏡 Agora ficou fácil conquistar seu apê em Teresina! No Gurupi, ao lado das Águas de Teresina e a 1 minuto do Carvalho, você encontra apartamentos de 2 quartos com lazer completo e piscina. E o melhor: financiado 100% pelo Minha Casa Minha Vida, com entrada simbólica de apenas R$ 100 e parcelas a partir de R$ 497, começando a pagar só quando o imóvel estiver pronto.  📲 Renda mínima de R$ 1.800. Clique e receba sua simulação grátis, sem compromisso!",,27312815875046332_0_video_hd.mp4;27312815875046332_0_video_sd.mp4;27312815875046332_0_video_preview.jpg
Canopus Construções,1866016760295816,1042020388389191,True,2026-05-29,2026-09-16,DCO,Ver detalhes,http://fb.me/,{{product.name}},{{product.brand}},,1042020388389191_card0_card_image.jpg;1042020388389191_card1_card_image.jpg;1042020388389191_card2_card_image.jpg
Canopus Construções,1866016760295816,1519950469566645,True,2026-05-29,2026-09-15,VIDEO,Ver detalhes,http://fb.me/,Mensais a partir de R$500,"🚨 Gran Village Juazeiro está acabando! Seu apê com lazer completo e segurança na melhor localização de Juazeiro!  ✅ Minha Casa Minha Vida ✅ Mensais a partir de R$ 500 ✅ Entrada facilitada em até 72x ✅ Sinal de apenas R$ 499 ✅ ITBI + Cartório grátis ✅ Até R$ 55 mil de subsídio do Governo Federal ✅ Desconto de R$ 20 mil com o programa Entrada Moradia ✅ Renda a partir de R$1.800  📦 Obras avançadas! ⏳ Quem deixar pra depois, fica de fora!  👉 Clique em ""Saiba Mais"" e garanta o seu!",,1519950469566645_0_video_hd.mp4;1519950469566645_0_video_sd.mp4;1519950469566645_0_video_preview.jpg
Canopus Construções,1866016760295816,953803600984503,True,2026-05-29,2026-09-14,VIDEO,Ver detalhes,http://fb.me/,Renda a partir de R$2.600,"Com apenas R$499 de sinal, você sai do aluguel e conquista o seu apê! O Gran Village do Sol II é o lugar ideal para quem busca conforto, segurança e lazer completo.  ✨ Apartamentos com suíte e varanda ✨ Entrada facilitada em até 72x ✨ Mensais a partir de R$497  🏡 Seu lugar ao sol chegou — e com as melhores condições da Canopus. 👉 Clique em Saiba Mais e garanta o seu antes que as vagas acabem!",,953803600984503_0_video_hd.mp4;953803600984503_0_video_sd.mp4;953803600984503_0_video_preview.jpg
Canopus Construções,1866016760295816,1494291281601302,True,2026-05-29,2026-09-14,VIDEO,Ver detalhes,http://fb.me/,Renda a partir de R$2.600,"Com apenas R$499 de sinal, você sai do aluguel e conquista o seu apê! O Gran Village do Sol II é o lugar ideal para quem busca conforto, segurança e lazer completo.  ✨ Apartamentos com suíte e varanda ✨ Entrada facilitada em até 72x ✨ Mensais a partir de R$497  🏡 Seu lugar ao sol chegou — e com as melhores condições da Canopus. 👉 Clique em Saiba Mais e garanta o seu antes que as vagas acabem!",,1494291281601302_0_video_hd.mp4;1494291281601302_0_video_sd.mp4;1494291281601302_0_video_preview.jpg
Canopus Construções,1866016760295816,965533526185009,True,2026-06-01,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,💸 Mensais a partir de R$399,"🏡 Seu novo apê no Cohatrac está chegando! Com mensais a partir de R$399 e renda familiar de R$1.800, o Village Reserva II é o lançamento feito pra caber no seu bolso.  Localização privilegiada, lazer de clube e segurança 24h — tudo o que você precisa pra viver bem e com tranquilidade.  💡 Pare de sonhar e comece a planejar sua mudança! 👉 Cadastre-se e garanta as condições exclusivas de lançamento.",,965533526185009_0_video_hd.mp4;965533526185009_0_video_sd.mp4;965533526185009_0_video_preview.jpg
Canopus Construções,1866016760295816,1971849560089132,True,2026-06-01,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,💸 Mensais a partir de R$699,"🏙️ O endereço mais desejado de São Luís agora pode ser seu!  Conheça o Village Prime Eldorado, um condomínio moderno no coração da Cohama, com mensais a partir de R$699 e renda familiar de R$4.000.  Imagine morar perto de tudo — supermercados, academias, hospitais e shoppings — com lazer de clube, segurança 24h e todo conforto que sua família merece.  ✨ Essa é a oportunidade de viver com praticidade e qualidade no lugar que você sempre quis! 👉 Clique em “Saiba mais” e garanta prioridade no lançamento.",,1971849560089132_0_video_hd.mp4;1971849560089132_0_video_sd.mp4;1971849560089132_0_video_preview.jpg
Canopus Construções,1866016760295816,1988648352043097,True,2026-06-01,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,💸 Mensais a partir de R$699,"🏙️ O endereço mais desejado de São Luís agora pode ser seu!  Conheça o Village Prime Eldorado, um condomínio moderno no coração da Cohama, com mensais a partir de R$699 e renda familiar de R$4.000.  Imagine morar perto de tudo — supermercados, academias, hospitais e shoppings — com lazer de clube, segurança 24h e todo conforto que sua família merece.  ✨ Essa é a oportunidade de viver com praticidade e qualidade no lugar que você sempre quis! 👉 Clique em “Saiba mais” e garanta prioridade no lançamento.",,1988648352043097_0_video_hd.mp4;1988648352043097_0_video_sd.mp4;1988648352043097_0_video_preview.jpg
Canopus Construções,1866016760295816,1710116937101607,True,2026-06-01,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,💸 Mensais a partir de R$399,"🏡 Seu novo apê no Cohatrac está chegando! Com mensais a partir de R$399 e renda familiar de R$1.800, o Village Reserva II é o lançamento feito pra caber no seu bolso.  Localização privilegiada, lazer de clube e segurança 24h — tudo o que você precisa pra viver bem e com tranquilidade.  💡 Pare de sonhar e comece a planejar sua mudança! 👉 Cadastre-se e garanta as condições exclusivas de lançamento.",,1710116937101607_0_video_hd.mp4;1710116937101607_0_video_sd.mp4;1710116937101607_0_video_preview.jpg
Canopus Construções,1866016760295816,1559064582682384,True,2026-06-02,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Credibilidade no Norte e Nordeste,"✅ QUER COMPRAR COM SEGURANÇA E CREDIBILIDADE? ✅  A Canopus tem 50 anos de história e chegou em Belém com condições únicas pra você conquistar seu apê com confiança. 🏢 +300 empreendimentos entregues 👨‍👩‍👧 +50 mil famílias atendidas 💼 Credibilidade no Norte e Nordeste  A hora de mudar de vida é agora!  👉 Garanta clicando em ""Saiba mais""!",belém,1559064582682384_0_video_hd.mp4;1559064582682384_0_video_sd.mp4;1559064582682384_0_video_preview.jpg
Canopus Construções,1866016760295816,27727761386831317,True,2026-06-02,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Credibilidade no Norte e Nordeste,"✅ QUER COMPRAR COM SEGURANÇA E CREDIBILIDADE? ✅  A Canopus tem 50 anos de história e chegou em Belém com condições únicas pra você conquistar seu apê com confiança. 🏢 +300 empreendimentos entregues 👨‍👩‍👧 +50 mil famílias atendidas 💼 Credibilidade no Norte e Nordeste  A hora de mudar de vida é agora!  👉 Garanta clicando em ""Saiba mais""!",belém,27727761386831317_0_video_hd.mp4;27727761386831317_0_video_sd.mp4;27727761386831317_0_video_preview.jpg
Canopus Construções,1866016760295816,2506204176466737,True,2026-06-02,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Credibilidade no Norte e Nordeste,"✅ QUER COMPRAR COM SEGURANÇA E CREDIBILIDADE? ✅  A Canopus tem 50 anos de história e chegou em Belém com condições únicas pra você conquistar seu apê com confiança. 🏢 +300 empreendimentos entregues 👨‍👩‍👧 +50 mil famílias atendidas 💼 Credibilidade no Norte e Nordeste  A hora de mudar de vida é agora!  👉 Garanta clicando em ""Saiba mais""!",belém,2506204176466737_0_video_hd.mp4;2506204176466737_0_video_sd.mp4;2506204176466737_0_video_preview.jpg
Canopus Construções,1866016760295816,1014324041527719,True,2026-06-02,2026-09-16,VIDEO,Ver detalhes,http://fb.me/,Sua chance de sair do Aluguel,"⚠️ CHEGA DE JOGAR DINHEIRO FORA COM ALUGUEL! ⚠️  A Canopus chegou em Belém trazendo a chance que você esperava para ter o seu apê. 🏢 Condomínio fechado com lazer completo 🛡️ Segurança para toda a família 💸 Mensais a partir de R$699,00  Imagine morar bem, em um lugar moderno, com tudo o que você precisa por perto, pagando menos do que num aluguel.  👉 Clique em ""Saiba mais"" e garanta seu apê agora!",belém,1014324041527719_0_video_hd.mp4;1014324041527719_0_video_sd.mp4;1014324041527719_0_video_preview.jpg
Canopus Construções,1866016760295816,1348220357173943,True,2026-06-02,2026-09-15,VIDEO,Ver detalhes,http://fb.me/,Sua chance de sair do Aluguel,"⚠️ CHEGA DE JOGAR DINHEIRO FORA COM ALUGUEL! ⚠️  A Canopus chegou em Belém trazendo a chance que você esperava para ter o seu apê. 🏢 Condomínio fechado com lazer completo 🛡️ Segurança para toda a família 💸 Mensais a partir de R$699,00  Imagine morar bem, em um lugar moderno, com tudo o que você precisa por perto, pagando menos do que num aluguel.  👉 Clique em ""Saiba mais"" e garanta seu apê agora!",belém,1348220357173943_0_video_hd.mp4;1348220357173943_0_video_sd.mp4;1348220357173943_0_video_preview.jpg
Canopus Construções,1866016760295816,2023892812338371,True,2026-06-02,2026-09-15,VIDEO,Ver detalhes,http://fb.me/,Credibilidade no Norte e Nordeste,"✅ QUER COMPRAR COM SEGURANÇA E CREDIBILIDADE? ✅  A Canopus tem 50 anos de história e chegou em Belém com condições únicas pra você conquistar seu apê com confiança. 🏢 +300 empreendimentos entregues 👨‍👩‍👧 +50 mil famílias atendidas 💼 Credibilidade no Norte e Nordeste  A hora de mudar de vida é agora!  👉 Garanta clicando em ""Saiba mais""!",belém,2023892812338371_0_video_hd.mp4;2023892812338371_0_video_sd.mp4;2023892812338371_0_video_preview.jpg
